"Prebivalstvo po: STAROST, SPOL , POLLETJE"

"0 let"
" ";"Moški"
" ";" ";"2014H2";15237
" ";" ";"2015H2";14697
"58 let"
" ";"Moški"
" ";" ";"2010H2";14607
" ";" ";"2011H2";15689
" ";" ";"2012H2";15286
" ";" ";"2013H2";15672
" ";" ";"2014H2";15484
" ";" ";"2015H2";15507
" ";"Ženske"
" ";" ";"2010H2";14279
" ";" ";"2011H2";14896
" ";" ";"2012H2";14639
" ";" ";"2013H2";15351
" ";" ";"2014H2";15068
" ";" ";"2015H2";15176
"59 let"
" ";"Moški"
" ";" ";"2010H2";14772
" ";" ";"2011H2";14400
" ";" ";"2012H2";15516
" ";" ";"2013H2";15111
" ";" ";"2014H2";15510
" ";" ";"2015H2";15300
" ";"Ženske"
" ";" ";"2010H2";14461
" ";" ";"2011H2";14232
" ";" ";"2012H2";14804
" ";" ";"2013H2";14545
" ";" ";"2014H2";15287
" ";" ";"2015H2";14988
"60 let"
" ";"Moški"
" ";" ";"2010H2";13988
" ";" ";"2011H2";14551
" ";" ";"2012H2";14201
" ";" ";"2013H2";15286
" ";" ";"2014H2";14883
" ";" ";"2015H2";15314
" ";"Ženske"
" ";" ";"2010H2";13732
" ";" ";"2011H2";14404
" ";" ";"2012H2";14141
" ";" ";"2013H2";14690
" ";" ";"2014H2";14456
" ";" ";"2015H2";15203
"61 let"
" ";"Moški"
" ";" ";"2010H2";12304
" ";" ";"2011H2";13791
" ";" ";"2012H2";14339
" ";" ";"2013H2";13972
" ";" ";"2014H2";15068
" ";" ";"2015H2";14662
" ";"Ženske"
" ";" ";"2010H2";12717
" ";" ";"2011H2";13663
" ";" ";"2012H2";14302
" ";" ";"2013H2";14037
" ";" ";"2014H2";14620
" ";" ";"2015H2";14391
"62 let"
" ";"Moški"
" ";" ";"2010H2";11807
" ";" ";"2011H2";12097
" ";" ";"2012H2";13589
" ";" ";"2013H2";14132
" ";" ";"2014H2";13770
" ";" ";"2015H2";14821
" ";"Ženske"
" ";" ";"2010H2";12005
" ";" ";"2011H2";12635
" ";" ";"2012H2";13571
" ";" ";"2013H2";14162
" ";" ";"2014H2";13933
